id,host_id,host_name,price,minimum_nights,number_of_reviews
287845,1496847,Paul & Ewa,275,31,121
289020,347036,Jasmine,179,8,15
289037,632334,Michael,189,2,13
289288,1502469,Max,219,2,129
289665,1503831,Elle,450,20,157
289703,815741,Geoff,249,5,8
289958,1454655,Ronaldo,65,2,5
289995,1505217,Pia,250,4,46
290457,207124,Mikki & Bazi,139,30,37
291524,1470688,Philip,209,7,14
291714,1321504,Rohan,120,5,37
291812,1509416,Natalia,70,5,1
292047,1490696,Alejandra,90,3,209
292121,169927,Hubert,199,3,4
292266,1513294,Urszula,50,60,17
292637,1021834,Svetlana,100,5,0
293004,910719,Sena,110,1,0
293837,1495502,Olly,157,4,54
294227,417504,The Box House Hotel,199,3,43
294239,1521432,Carmen,192,3,7
294242,417504,The Box House Hotel,199,3,75
294250,45682,Irina,150,1,88
294259,417504,The Box House Hotel,199,3,73
294263,417504,The Box House Hotel,199,3,89
294280,417504,The Box House Hotel,199,3,23
294297,1521604,Summer,105,3,11
294353,430188,Pam,135,28,84
294490,417504,The Box House Hotel,199,3,54
294717,1523610,Marissa,125,3,17
295231,1387286,Felicia,60,7,1
295379,1525761,Ric,85,1,73
295998,568585,Alan,300,3,36
296345,496164,Todd,75,2,98
296361,1528912,Weiwei,55,1,63
296658,1530106,Glenn,44,5,2
296717,1530310,Jacques,55,5,18
296844,839679,Brady,30,3,24
297611,997124,Alison,35,3,1
297962,1535987,Sergio,70,1,2
298073,1536533,Irina,130,14,23
298759,1539749,Edward,52,2,93
298854,1412944,Jason,75,3,0
299062,236421,Jessica,190,3,0
299078,787261,L,250,5,152
299531,1220404,Tom,100,1,119
299699,1557998,Eliza,130,4,9
301034,1550578,Ron,140,2,44
302057,1555897,Alice,75,2,158
302758,8605,Dimitry,150,7,12
303345,1561505,Ibrahima,90,3,51
303462,1562045,Antonio,295,1,0
304799,185753,Carolyn,150,2,11
305211,1570170,Kristina,180,3,236
306702,1577493,Tina,135,3,16
306799,1577961,Oona,65,5,123
309342,1586945,Ben,99,3,14
310220,1590548,Magdalena,149,14,65
310272,1390555,Jonathan,59,1,50
310325,745069,Kimberly,75,3,33
310338,745069,Kimberly,75,3,30
310524,1597481,Mary,75,3,13
310796,1385157,Brian,109,30,18
311003,72747,Karen,225,4,1
311343,1601664,Junior,86,3,216
311356,142147,Richard,52,2,98
312429,1606222,P,100,2,61
313890,1613244,Ariel,99,30,13
314982,1617817,Chris,89,3,136
316238,279078,Andrew & Markus,135,2,39
317838,1631400,Sean And Kiana,199,14,65
317905,1631733,Jane,89,3,62
318021,1632149,Michael,110,3,47
318187,1633100,Ana,120,2,42
319724,1639120,Jason,59,3,207
319798,9647066,Maria Luiza,49,4,72
319844,1639884,Nora,79,14,22
320865,1643782,Katy,135,30,25
320876,516347,Lillian,185,2,215
320877,1366194,Fabiana,225,4,26
321014,1644452,Erin,245,5,18
321136,1644999,Candice,115,3,18
322037,1649300,James,325,2,320
322604,1651591,Todd,95,2,160
322974,1610852,Amanda,120,2,78
323706,6064192,Ted And Diane,499,30,64
324115,1639120,Jason,75,2,219
324517,1660724,S,109,1,66
324800,1661965,Mathias,160,3,25
325429,92788,Sara,219,4,102
326832,668564,Nitzan,159,2,32
326956,51038,Erica,180,3,15
327521,82896,Esther,150,5,1
327778,1675255,Jill,106,3,12
328040,1676487,Robyn,299,10,19
328693,1013131,Joseph,179,3,297
328744,890215,Duane,165,3,12
329064,1680375,Marc,500,4,9
329310,1681546,Todd,250,15,9
329385,312288,Paula,87,7,46
333189,1697784,Jonathan,79,4,42
333323,1698391,Pat,75,2,118
334607,52043,Patrick,200,30,53
334781,547177,Chryslaine,80,1,15
335797,1709216,Steve And Heather,115,3,64
335819,1709216,Steve And Heather,115,3,51
335820,1709216,Steve And Heather,120,3,79
336220,1711529,Jason,125,3,202
339456,1723485,Mary,387,1,23
341525,1732559,J,95,6,62
341982,483013,Yj,99,2,36
342027,168417,Marie,121,1,16
342965,1740233,Gladys,350,4,24
342995,1740216,Laura,75,2,77
343276,1732559,J,95,5,110
343971,10609846,Ben,89,1,56
344019,1746209,R.,195,1,7
344068,1745312,Steven,160,21,0
344092,1745402,Tony,70,18,19
346248,1755339,Julie,100,3,7
346805,562614,Beth,140,1,53
347865,251176,Jason,189,3,265
349841,202507,Nom,160,5,0
350168,1774431,Kate,178,30,8
350525,74777,Niki & Colin,145,14,46
351530,1747222,Sascha,125,5,6
351859,417652,Ron,265,4,75
352651,1785800,Marvet,77,5,11
352864,1786901,Shai,60,3,5
353317,314377,Marc,129,3,132
354095,1474749,Jared,199,6,41
355106,1797859,Camila,92,7,34
356230,1251762,Molly,185,3,34
357509,684129,Ellie,110,7,27
359982,1631288,Kay,65,4,30
360400,1386983,Candice,135,3,214
361803,1562039,Jennifer,115,30,12
363320,390251,Lilly,175,2,6
363673,256239,Tracey,3000,7,0
364275,1840564,Rico,72,3,156
364785,1842714,Susan,80,2,30
367042,774128,Andre,125,5,1
367810,1728785,Veronika And John,120,5,3
369411,179679,Ginger,94,2,272
369567,1863447,Luke,56,3,63
369671,1863713,Alix,549,30,58
371138,1869567,Max,190,2,5
373618,1879389,Christina,129,3,63
374548,1884204,Mark,85,5,268
375249,1887999,Rimma & Jim,20,3,80
377217,1895957,Ido,145,3,22
378460,1900800,Geny,200,7,13
380416,438133,Ellis,125,4,23
380730,1317588,Alexander,50,30,3
382523,732535,William,160,3,10
382524,732535,William,180,3,14
385190,1928213,Brace,100,1,20
385657,1930204,Sophia,70,5,2
385824,1931205,Orit,120,2,47
386555,773928,Nen,110,2,6
386744,1935291,Cristina,105,7,93
386799,1935605,Jon,250,3,116
387324,1828506,Yogi,74,240,15
387377,390251,Lilly,165,2,70
387666,1939728,Michael & Aleksandra,99,3,4
387735,1146958,Liz,125,30,128
389482,1947974,Constance F.,75,1,59
391948,1960128,Luana,45,1,8
391955,1960189,Rebecka,159,2,106
392948,312722,Kristian & Di,45,15,15
393016,1303029,Kristina,104,2,133
393094,1965972,Alayna,225,4,27
393682,1968502,Paola,100,5,61
394026,1651591,Todd,90,2,2
394111,1947974,Constance F.,75,1,16
394235,1970839,Javier,350,7,0
396636,1981742,Daniel,135,5,38
397034,70234,Richelle,125,1,25
397297,1982209,Wendy,225,3,93
397420,1985717,Darktalia,85,3,6
398281,325790,Michael,200,7,30
398283,1989327,William,250,3,17
399946,1996265,David,90,10,67
400039,1488809,John,130,30,53
400466,1985759,Esther,90,30,32
401579,462379,Loretta,298,30,131
401836,2005740,Maya,300,4,19
402037,2006712,Amanda,125,1,0
403056,2010724,K. Naomi,125,3,74
403264,1386983,Candice,145,3,165
403668,2013117,Katya,147,2,16
404502,242506,Jsun,123,3,269
404923,2017752,Jeruschka,88,3,243
405025,2018042,Megan,215,2,59
405408,2020431,M. C.,225,3,134
406926,2027134,Marie-Helene,269,28,81
406992,1952186,Erin,145,3,7
407469,2015914,Majar,75,3,112
408491,2034361,Marshall,145,5,0
408983,520189,Andre,229,2,92
409262,1621363,Elizabeth,300,29,23
409293,2010724,K. Naomi,100,3,67
409666,405225,Olga,75,2,8
411336,2047776,Jennifer,225,2,244
411525,1697784,Jonathan,120,6,62
411918,2050338,Verena,160,5,125
412061,2051075,Linda,125,30,58
412180,2051961,Kim,95,5,9
413504,1286417,Omri,119,3,137
413775,2058589,Cary,275,2,16
413876,2059155,Dan,160,1,36
414801,319077,Shell,500,1,54
415304,2050328,Martis,175,14,1
416557,2714164,Jasmine,87,6,39
417685,119588,Vero,160,1,145
418291,626289,Marshall,125,3,28
419373,2085639,Eada,90,2,206
419792,2087636,Maddine,200,7,4
421554,2096690,Richard,250,15,37
422040,1090764,Lynda,99,30,27
424192,2108853,Jasen,325,30,18
424667,2111060,Jj,99,1,134
424767,2103888,Akari,325,2,197
424889,2076827,Shelley,129,7,5
424930,905122,Supriya,130,28,5
425784,2116807,Rafil,190,4,8
428226,2128778,Rachael,55,2,62
430427,820046,Elaine,60,2,13
430665,2141109,Kishore,250,1,8
431865,361855,Kurt,275,3,50
432090,2148881,Grace,50,180,69
433218,644941,Miya,125,4,41
433414,287733,David,150,20,89
433914,1906804,Terrance,70,4,40
434792,2117078,Joe,138,3,106
435774,2164138,Suzanne,265,4,33
435776,2164452,Robert,145,5,2
435909,2165401,Andrew,151,88,19
435946,2165711,Alda,208,6,100
436510,2168251,Jennifer,200,3,16
436619,2168468,Cp,110,2,64
436824,200243,Laetitia,58,1,17
436916,2169825,Serge,55,2,7
437352,290662,Seth,105,115,15
437906,2175110,Ralph,350,5,4
438513,2177462,Marc,150,3,87
439750,1566042,Haley,55,150,10
439870,1903758,Andrij,299,20,0
442636,1655939,Joris,77,3,289
442649,793225,Rachel,125,9,10
443646,2204078,Michelle,395,14,39
444171,2206506,James,189,7,7
444430,420542,Danielle,49,1,23
446367,2216673,Joy,90,4,22
447766,1109143,Mark,100,1,1
447840,242506,Jsun,299,2,5
448048,1267021,Sharma,75,5,30
448049,1267021,Sharma,69,7,55
449034,124357,Alex,90,1,155
449130,2229582,Yamil,94,1,95
449660,2233165,Liz,80,2,118
449680,1812871,Karen,100,5,82
450009,2219255,Natalie,39,5,105
450577,2237267,Marjorie,250,3,73
450578,9647066,Maria Luiza,55,7,28
450905,2228665,Martha,110,2,0
452068,2246071,Tamara,200,1,3
452541,2248545,Helen,142,3,120
453094,137814,Waldemar,70,2,339
453161,2107905,Laura,260,2,7
453255,2252261,Stephanie,225,4,13
453317,1530310,Jacques,59,21,6
454334,2257289,Toni,65,1,3
454763,2259061,Felo,99,20,11
454929,1385575,Alex,239,2,67
455734,2265389,Laura,50,2,123
455801,2265770,Jeanine,65,4,109
456110,2267508,Daniel,139,4,23
456190,2267864,Gary,174,2,269
456457,1594083,David,315,3,7
456526,2270183,Kaye,75,3,36
457829,2275829,Lorena,210,1,178
458154,2268393,Javier & Jorge,55,4,132
458377,346366,Sarah,229,3,12
459066,2282355,Ivana,150,2,23
460036,2287727,Jan,129,2,47
460999,128890,Sara,100,8,8
461050,2286224,Sarah,200,3,17
462454,2298239,Sunserae,89,5,4
463107,2301624,Miryam,250,90,19
464231,1530310,Jacques,65,7,2
465277,2065453,Ora & Scout,68,2,35
466277,815977,Ryan,235,3,108
466457,2316542,Nicole Lavonne,100,3,182
467569,282315,Rj,311,3,31
467634,2321321,Lloyd,39,1,454
467866,2321870,David,100,2,199
468613,2325861,Cynthia,1300,1,0
470090,2332430,Murch,210,1,230
470370,2120259,Sue,55,4,101
470498,2334269,Filip,65,2,8
470709,2335775,Diana,165,30,154
471712,1274269,Aram,89,28,69
471758,2339722,Francesca,500,10,3
471845,2220859,Verena  And Dylan,145,14,3
471914,2147438,Stephen,110,4,12
472052,2341078,George,180,5,13
472376,1689040,Rich,115,2,10
472546,1600988,Sweet Home,82,15,5
473592,2347382,Massi & Ray,70,1,144
473777,2348973,Koren,155,5,10
474283,950232,Deborah,117,7,0
475216,2355439,Kara,100,2,17
476527,2027013,Adam,89,30,57
476570,2027013,Adam,89,30,70
476571,2027013,Adam,99,30,62
476899,2363997,Teresa,155,6,17
476983,277379,Agnes,85,1,439
478053,2368753,Kristine,80,4,48
478385,2368133,Jimmy,135,3,134
478832,2371814,Jennifer,150,6,2
478949,1130454,Samir,380,3,16
479002,1708956,Josh,450,2,31
479263,2373905,Jaime,145,30,36
479285,2374190,Jazmin,80,3,1
479867,2377104,Hannah,225,2,338
480549,2361715,Ron,99,3,117
481022,2382189,Candice,125,1,261
482365,914838,Lior,80,30,32
482765,2389885,Megan,100,2,112
483414,1539749,Edward,55,2,22
483485,1492619,Wallace,328,2,319
483505,2393537,Jodi,142,7,69
484297,2397411,John,350,4,10
484312,2306962,Hana,300,2,24
484728,2396741,Alex,105,30,3
485026,2400932,Jackie'S Place,125,31,17
486350,2407024,Michael,225,7,13
488083,619154,Keith,92,2,58
489018,864370,Mick & Heidi,185,2,62
489365,2420670,Carter,226,3,203
489924,1027283,Kelly,50,2,33
489965,2423067,Clara,80,3,47
490011,2423401,Peter,200,5,0
490278,2424873,A.B.,99,14,30
490989,2427385,Andy,68,3,2
491123,2427868,Ada,102,2,121
491529,2429432,Julie,220,3,27
491942,1995093,Carly,199,3,24
491977,2431528,Christine,165,5,22
493177,2436633,Gelya,150,2,162
493611,1407251,Ute,385,1,66
494296,2442340,Maddy,75,7,0
494937,1527535,Jean-Marie,499,2,63
495249,2446219,Biren,85,1,219
495348,2389885,Megan,160,4,2
496166,2450665,D,249,3,12
497370,2455462,Elizabeth (And Jeff Too),80,2,35
498052,2426779,Regina,120,1,124
498120,2459648,Ellen,35,7,2
498859,2462260,Dimitry,169,4,63
500845,1336370,Bojan+Margaret,220,4,162
500886,2206506,James,85,3,103
501041,1386685,Aleksandra,300,7,0
501082,2471671,Joyce,79,30,185
501098,2472680,Fanny,90,4,219
501693,1490833,Patrick,99,1,280
502132,48599,Anastasia,50,1,61
502309,2478675,Gina,46,1,184
502429,2100968,Elodie,325,3,116
503460,2483236,Caitlin,68,2,11
503529,2483293,Eric,198,3,9
503585,2483766,Rebecca (Marks),100,5,4
503722,2484383,Theresa,175,2,15
503790,2484654,Michele,130,4,22
504322,471928,Mahalia,180,3,18
504362,2487309,Eric,209,3,56
504394,2487319,Erin,150,4,2
504437,2356449,Mariana,104,3,57
505029,2490471,Ann,175,4,13
505231,2490915,Catherine,80,1,1
505315,167417,Kelly,68,2,37
506121,2267153,John,72,5,451
506527,864735,Jason,107,30,24
506571,2349977,Anthony,150,7,19
506575,2001830,Jose And Ysaira,45,3,190
507393,1539749,Edward,49,2,46
509989,2472305,Rick,349,1,169
510218,2513726,Margaret,185,2,165
510454,2515124,Jacqueline,145,3,2
511436,2519356,Darya,96,3,1
511733,1840766,Samantha,120,5,3
511960,2521848,Gay,160,1,15
512209,2521513,Amy,800,3,60
512210,2522854,Rich,349,2,320
512775,2396295,Richard,350,2,182
513343,2528671,Dennis,125,30,1
513688,2530670,Tiffany,350,2,134
514457,2096690,Richard,150,10,10
514548,2533991,Amanda,180,30,0
515392,2538544,Michael,200,1,60
516452,2542888,Catrinel,99,30,5
516461,2542895,Aaron,130,5,9
516643,2543761,Stephane,150,3,1
516791,696306,Bethany,90,10,33
517626,2438262,Walker,95,1,10
517654,78742,Joni,70,30,3
518566,1497427,Andrea,82,3,10
518576,2155917,Stephanie,250,30,62
518960,2155832,Federico,90,4,266
519310,1366310,Janina,75,2,251
521018,2562882,Brendan,160,14,3
521038,2563132,Ghislaine,115,7,8
521522,2440317,Amelia,150,4,5
521672,1720619,Glace,89,4,160
521806,2389494,Anya,69,5,5
522081,1413546,Asher,170,2,183
523123,2572253,Carl,375,5,19
524111,62508,Leigh,118,3,141
525120,184883,Noele,135,6,42
525293,2556498,Chris,250,3,119
525388,787204,Jenna,200,7,20
525412,1104814,Robert,150,5,5
525523,2582890,Kim,50,2,16
526520,2576980,Eleanor,60,2,0
526532,2492286,Reena,100,2,24
526923,2589521,Lisbeth,265,3,26
526942,2205455,Wendy,90,30,3
527076,2590219,Kyle,175,2,0
528485,17985,Sing,36,10,5
530247,2604437,Lane,250,4,2
530431,2605064,Larah,220,3,194
530576,263510,Sandy,93,14,88
530632,1816331,Justine,275,5,2
531091,1787284,Dragan,109,30,304
531208,2495836,Sofia,450,2,11
531258,2609535,Alexandra,165,30,19
531455,1445298,Gita,80,7,23
532288,683230,Thomas,295,5,103
532749,2617850,Matthew,280,7,82
533168,2620162,Olivia,300,30,92
533506,2027013,Adam,99,30,66
533625,367815,Liz,175,3,18
533927,2624738,Michael,225,4,153
534897,2426404,Judith & Reid,230,6,6
535095,598770,Maite & Javi,90,7,43
535352,2630351,Dawn,102,3,36
536578,2635819,Fabrizio,59,10,19
538344,2644519,David,195,2,160
538590,2645592,De & Claudia,150,3,74
539160,512878,Michelle,170,1,47
539350,2640100,Stefanie,217,2,43
540057,2653648,Kareem,185,1,102
540489,2656413,Anton,58,6,18
541725,1879389,Christina,189,4,33
542054,2027013,Adam,88,30,60
542203,1846051,Kj,195,3,22
543792,865264,Sharon And Tom,110,5,107
544039,2674637,Greta,120,14,0
544131,534328,F,79,4,87
544331,2676438,Srdjan,110,10,16
545261,746552,Tom,200,3,2
545651,1785800,Marvet,69,4,19
546383,2680820,Linda,55,1,474
546504,2687009,Jeff,135,4,5
546573,1792568,Mickey,500,2,63
547830,2693076,Kristin,90,3,0
548133,2694451,Shontae,135,3,28
548184,2694253,Yonatan,199,1,0
549873,2702563,James,90,2,5
550288,2684478,Brian,160,4,16
550653,2706505,Huxley,65,20,6
550777,2707053,Kathleen,210,3,25
550858,2277487,Henrik,399,3,15
552141,2712998,Greg,300,1,45
552519,2715012,Maurice,185,1,215
552639,2518984,Historic Harlem,220,3,33
553516,2261381,Jennie,121,2,46
553565,567226,Yah,120,10,25
553862,2647043,Steve,152,2,23
554165,1267900,Maayan,250,2,57
555206,1925503,Evan,99,6,80
557487,2740824,Lindsey,104,11,22
559511,2750389,Jessica,120,5,40
560078,2753256,Vana,295,3,85
560406,2755668,Annie,90,4,1
563442,2770788,Laura,197,14,29
563496,2770985,Aaron,145,5,1
564049,2773585,Mathilde,90,30,23
564184,2378357,David,125,2,42
564447,2775674,Matt,190,1,195
564751,2777672,Kalae,76,2,158
565814,532819,Heather,50,2,1
566712,2786764,Marianna,107,1,115
566911,2788488,Sajjad,80,4,42
567195,2790324,Erin,150,5,3
568661,2590864,Jason,110,90,32
568684,2798644,Alessandra,115,370,6
568743,627217,Seith,151,2,214
570218,2805772,Christopher,130,2,11
570750,2806561,Noemie,180,2,221
571564,1141935,Ana,95,1,123
573612,2270624,Ny,79,1,132
573671,2822805,Ollie,60,30,41
573795,38513,Nkosi,133,4,104
573870,1385157,Brian,120,30,18
575061,2828813,Katherine,120,2,143
576227,2834840,Sheri,700,28,4
576426,426725,Goran,165,3,25
576916,2837527,Alexandra,165,4,4
577324,2839267,Dustin,54,45,198
577703,2841175,Ina,100,5,6
577824,2841374,Stephon & Luke,80,7,10
578267,1449904,Edel,96,19,30
578941,2847655,Gideon,159,2,4
579716,2851409,Mark And Stoph,50,2,201
580323,2311767,Melanie,75,2,51
581180,2775107,Dana,155,30,63
581421,2861848,Bekah,150,2,28
581542,2861854,Jeanmarie,92,1,55
582272,2712129,Raziel,75,5,1
582372,733370,Tim,69,40,23
583337,2874587,Ibie,115,4,61
583352,2423042,Nitin,120,60,5
584122,2878358,Gio/Joey,120,2,67
585369,911596,Anna,215,30,110
585491,2886652,Kanan & Tobias,195,2,160
585937,2888900,Alex,175,3,102
586847,311286,Helene,80,2,5
587519,2897835,Tim,48,5,1
587554,2897329,Josefina,200,7,34
587641,717562,John,275,30,6
587698,807642,Jeffrey,72,1,61
587740,2899508,Tom & Jennifer,199,60,11
588677,2407024,Michael,250,30,1
590903,1345769,Wowa,75,5,46
591135,1523018,T,125,1,132
591565,2919467,Lisa,229,1,62
591710,2920855,Theodore,175,10,8
592785,2932668,Stephanie,140,3,16
592831,2926404,Chris,54,2,19
592853,2926593,Valerie,75,2,17
593000,2927446,Marie-Jeanne,110,7,12
593292,2929585,Hillary,165,1,321
593320,2929756,Chris,55,4,160
594020,2929756,Chris,55,4,142
594036,2934010,Bill,300,1,5
594640,2937468,Markus,275,6,61
594732,2938302,Chris,331,7,0
595321,898980,Kelly,77,3,5
595604,2943157,Ana,60,30,36
596448,2648088,Angela,129,1,109
597544,2954200,Nancy,100,3,28
597624,2954680,Onur,120,4,14
598612,2960326,Fabio,500,2,250
599595,2965915,Amy,179,4,12
599847,2966937,Chris,149,2,20
600286,1036617,George,180,14,27
600775,210746,Kathleen R.,100,2,73
600877,2973437,Kevin + Casey,180,3,2
602070,2640845,Zach,128,5,38
602142,2233907,Kyle,260,14,5
602250,2979607,Miriam,55,3,0
602453,2316922,Nat,65,3,31
602888,177724,Lauren,200,2,17
606269,3002643,Heather,249,3,35
607735,3011547,Wendy,300,30,63
607781,2874433,Eric,120,7,149
607891,893148,Silvia,120,20,107
609213,3019795,Marta,125,5,7
609559,3647,Rafael,99,3,48
609983,3024659,Jonathan,115,3,54
610118,1144721,Andrew And Kat,275,31,17
610596,2992042,"Christopher, Samantha And Mason",198,2,103
611009,3029414,Deborah,199,3,243
611408,2979607,Miriam,45,3,0
612936,3039868,Lori & John,125,3,93
613528,2518984,Historic Harlem,80,2,54
613556,1475015,Mike,130,30,2
613818,2712353,Masud,35,28,88
614269,3047107,Bradley,90,30,15
616585,10889,Bob,250,3,25
618836,3065891,Sarah,115,3,0
618916,92451,Cath,200,4,11
619122,2272846,Zack,64,30,17
619471,3069794,Hayley,65,3,5
620214,3073291,David,175,14,0
621430,2957827,Mauricio,90,2,28
622410,1563352,Evelina,85,2,0
623423,3091205,Angela,150,30,0
623747,3050955,Laura And Bernard,50,30,8
624222,3097033,Aida,136,2,15
625197,1974637,Gina,400,3,2
625365,3102648,Zhenia,125,4,40
627432,3114411,Carlita,165,7,57
627949,585879,Armando,180,3,0
628078,3119145,Dennis,105,14,6
628227,3120156,Sag,148,4,57
629315,2397437,Lauren,120,3,22
629770,3129020,Ian,99,8,6
629774,834185,Zachary,175,1,17
629855,155163,Niral,85,2,14
629949,3130534,Ken,80,1,160
630034,3129017,Lascell,119,2,85
633276,1568517,Karl & Catherine,89,1,165
633950,2354167,Paul,195,2,13
634353,836168,Henry,1000,30,44
635114,3158530,Peter,225,4,51
635282,1215949,Misty,165,2,179
635662,3033622,Jose,60,2,206
636391,8425,Sharon,165,5,4
637228,1363434,Daniel,80,14,2
637504,3179968,Tony,52,3,1
637716,3181665,Cortney,160,4,2
638894,1182294,Jonny,110,5,3
638898,1583594,Jeffrey,60,2,19
639199,1483081,Marina,299,3,59
639781,3194190,Jack,200,6,1
640589,3198479,Gina,700,5,1
640691,3199395,Chris & Don,120,3,254
640990,3201337,Diego,65,2,129
641768,3206521,Dee,263,30,11
642682,579412,Mateo And Anna,120,20,32
643591,81335,Evan,150,5,8
643948,400262,Grace,60,2,261
644464,3225114,Ryan,350,2,3
644575,15523,Vadim,71,2,23
644833,195137,James,433,5,108
644869,1223359,Steven,79,3,9
645075,2494666,Brian,140,2,248
